satker,nama,alamat,prov,ruang,kelas,total_kamar,terisi_lk,terisi_pr,total_terisi,kosong_lk,kosong_pr,total_kosong,waiting_list,last_update,lat,lng
6372014,RS Umum Daerah Idaman Banjarbaru,Jl. Trikora No. 115 Gt. Manggis Banjarbaru,KALIMANTAN SELATAN,Isolasi Air Borne,Kelas 3,5,0,0,0,-,-,5,N/A,31/Dec/2018 06:38:23,-3.0926419999999997,115.28376000000002
6371072,RS Umum Daerah Dr. H. Moch. Ansari Saleh,"Jl Brigjend H. Hasan Basry No.1, Banjarmasin",KALIMANTAN SELATAN,Isolasi TB MDR,Isolasi,20,5,5,10,5,5,10,N/A,16/Jan/2019 04:35:16,-3.395972,114.58508300000001
6371013,RS Umum Daerah Ulin Banjarmasin,"Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",KALIMANTAN SELATAN,Isolasi Air Borne,Kelas 1,10,7,3,10,-,-,0,N/A,24/Mar/2020 03:24:01,-3.395972,114.58508300000001
6371013,RS Umum Daerah Ulin Banjarmasin,"Jl. Jen A Yani No.43, Banjarmasin Kalimantan Selatan",KALIMANTAN SELATAN,Isolasi TB MDR,Kelas 3,4,2,1,3,0,1,1,N/A,24/Mar/2020 03:23:54,-3.395972,114.58508300000001
6306011,RS Umum Daerah Brigjed H. Hasan Basry Kandangan," Jalan Jenderal  Sudirman No.26A RT.01 RK.I Hamalau, Sungai Raya, Kab. Hulu Sungai Selatan",KALIMANTAN SELATAN,Isolasi Imunitas menurun,Kelas 2,6,2,1,3,2,1,3,N/A,26/Feb/2019 06:18:19,-2.7789,115.264
6305010,RS Umum Daerah Datu Sanggul Rantau,Jl. Brigjend H. Hasan Basry Rantau,KALIMANTAN SELATAN,Isolasi Air Borne,Isolasi,4,2,2,4,-,-,0,N/A,27/Mar/2020 05:06:39,-3.6898940000000002,116.183205
6302014,RS Umum Daerah Kabupaten Kotabaru,Jl. Brigjend. H. Hasan Basri No.57 Kotabaru,KALIMANTAN SELATAN,Isolasi Air Borne,Isolasi,8,4,2,6,1,1,2,N/A,24/Mar/2020 03:15:07,-3.0926419999999997,115.28376000000002
6472015,RS Umum Daerah Abdul Wahab Sjahranie,"Jl. Dr. Soetomo, Samarinda",KALIMANTAN TIMUR,Isolasi Imunitas menurun,Kelas 3,10,2,4,6,2,2,4,N/A,26/Mar/2020 03:50:02,-0.502183,117.153801
7172036,RS Umum Bitung,Jl. S. H. Sarundajang Kel. Manembo-nembo Tengah Kec. Matuari,SULAWESI UTARA,Isolasi TB MDR,Kelas 3,4,0,0,0,2,2,4,N/A,26/Mar/2020 02:57:24,1.4553530000000001,125.204697
7171013,RSUP Prof. Dr. R. D. Kandou,"                 Jl. Raya Tanawangko No.56, Manado",SULAWESI UTARA,Isolasi Air Borne,Kelas 2,2,0,0,0,-,-,2,N/A,08/Mar/2019 01:20:01,1.4931,124.841003
7171013,RSUP Prof. Dr. R. D. Kandou,"                 Jl. Raya Tanawangko No.56, Manado",SULAWESI UTARA,Isolasi TB MDR,Kelas 2,6,2,0,2,-,-,4,N/A,08/Mar/2019 01:20:01,1.4931,124.841003
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi Air Borne,super VIP,0,0,0,0,-,-,0,N/A,13/Mar/2018 06:31:11,4.092,126.76799799999999
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi TB MDR,super VIP,0,0,0,0,-,-,0,N/A,13/Mar/2018 06:40:59,4.092,126.76799799999999
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi Imunitas menurun,super VIP,0,0,0,0,-,-,0,N/A,13/Mar/2018 06:48:41,4.092,126.76799799999999
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi Radioaktif,super VIP,0,0,0,0,-,-,0,N/A,13/Mar/2018 06:53:16,4.092,126.76799799999999
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi Anak,super VIP,0,0,0,0,-,-,0,N/A,14/Mar/2018 09:57:32,4.092,126.76799799999999
7104027,RS Bergerak Kab.Kep.Talaud,  Jl Raya Taturan - Gemeh Kecamatan Gemeh Kabupaten Kepulauan Talaud,SULAWESI UTARA,Isolasi Hematologi Onkologi Anak,super VIP,0,0,0,0,-,-,0,N/A,14/Mar/2018 10:07:11,4.092,126.76799799999999
7271036,RS Umum Anutapura Palu,Jl. Kangkung No. 1 Palu,SULAWESI TENGAH,Isolasi Air Borne,Isolasi,23,9,7,16,7,0,7,N/A,28/Mar/2020 10:38:26,-0.898583,119.850601
7271036,RS Umum Anutapura Palu,Jl. Kangkung No. 1 Palu,SULAWESI TENGAH,Isolasi Imunitas menurun,Isolasi,20,4,4,8,12,0,12,N/A,28/Mar/2020 10:38:26,-0.898583,119.850601
7271014,RS Umum Daerah Undata Palu,"Jl. R. E. Martadinata, Tondo Kecamatan Mantikulore",SULAWESI TENGAH,Isolasi Air Borne,Kelas 2,9,3,0,3,6,0,6,N/A,30/Jan/2018 18:30:35,-0.886883,119.86716499999999
7208011,RS Umum Daerah Anuntaloko Parigi, Jl. Sis Al Jufri No.214 Parigi Moutong,SULAWESI TENGAH,Isolasi Air Borne,Kelas 1,5,3,2,5,-,-,0,N/A,23/Mar/2020 10:32:58,-0.846275,120.17971000000001
7472016,RS Umum Daerah Kota Bau Bau,Jl. Drs. H. La Ode Manarfa,SULAWESI TENGGARA,Isolasi TB MDR,Kelas 2,2,0,0,0,-,-,2,N/A,27/Mar/2020 05:31:25,-5.309636,122.988831
7403022,RS Umum Daerah Konawe,"Jl. Pangeran Diponegoro No.301, Konawe",SULAWESI TENGGARA,Isolasi TB MDR,Kelas 3,4,0,0,0,2,2,4,N/A,17/Nov/2018 08:01:11,-3.9681830000000002,122.572235
7403022,RS Umum Daerah Konawe,"Jl. Pangeran Diponegoro No.301, Konawe",SULAWESI TENGGARA,Isolasi Imunitas menurun,VIP,1,0,0,0,0,1,1,N/A,17/Nov/2018 08:03:41,-3.9681830000000002,122.572235
7403022,RS Umum Daerah Konawe,"Jl. Pangeran Diponegoro No.301, Konawe",SULAWESI TENGGARA,Isolasi Radioaktif,Kelas 1,4,0,4,4,-,-,0,N/A,04/Jul/2017 14:48:09,-3.9681830000000002,122.572235
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,Jl. Prof. Dr. H. Aloei Saboe,GORONTALO,Isolasi Air Borne,Isolasi,15,7,7,14,1,0,1,N/A,01/Nov/2018 09:37:02,0.5552,123.08577
7503045,RS Umum Daerah Bumi Panua,Jl. dr. Herizal Umar Desa Botubilotahu Kec. Marisa,GORONTALO,Isolasi TB MDR,Isolasi,10,5,2,7,0,3,3,N/A,24/Jan/2019 04:40:09,0.5176470000000001,121.73288000000001
7502033,RS Umum Daerah dr. M. Mohammad Dunda,Jl. Achmad A. Wahab (eks Ahmad Yani No. 53) Limboto Gorontalo,GORONTALO,Isolasi Air Borne,Isolasi,8,4,4,8,-,-,0,N/A,17/Feb/2019 00:00:00,0.701342,122.26538799999999
7502032,RS Umum Daerah Otanaha,"  Jl. Rambutan No. 412 Kel.Buladu, Kota Gorontalo",GORONTALO,Isolasi TB MDR,Kelas 3,6,1,0,1,2,3,5,N/A,27/Feb/2018 08:18:46,0.552511,123.065498
7501043,RS Umum Daerah Tani dan Nelayan," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",GORONTALO,Isolasi TB MDR,Kelas 1,1,0,0,0,1,0,1,N/A,28/Mar/2020 03:18:40,0.701342,122.26538799999999
7501043,RS Umum Daerah Tani dan Nelayan," Jln. Prof. Dr. Aloei Saboe, Desa Lamu Kec.Tilamuta,Kab.Boalemo",GORONTALO,Isolasi Anak,Rawat Khusus,2,0,0,0,1,1,2,N/A,28/Mar/2020 03:26:41,0.701342,122.26538799999999
7602044,RS Umum Daerah Polewali,   Jl. Dr Ratulangi No. 50 Polewali,SULAWESI BARAT,Isolasi TB MDR,Isolasi,15,0,0,0,-,-,15,N/A,26/Mar/2020 05:49:51,-3.3886,119.220467
8171015,RS Umum Dr. M. Haulussy Ambon,Jl. dr. Kayadoe Ambon,MALUKU,Isolasi Air Borne,Isolasi,6,1,0,1,2,3,5,N/A,27/Mar/2020 05:28:04,-3.706894,128.162598
8171015,RS Umum Dr. M. Haulussy Ambon,Jl. dr. Kayadoe Ambon,MALUKU,Isolasi TB MDR,Intermediate,3,1,0,1,2,0,2,N/A,27/Mar/2020 05:27:51,-3.706894,128.162598
8103042,RS Umum Masohi,Jl. Dr. G. A. Siwabessy Masohi,MALUKU,Isolasi Air Borne,Kelas 3,2,1,1,2,1,1,2,N/A,31/Jan/2018 09:10:54,-5.15,132.016663
8101063,RS Umum Daerah Dr. P. P. Magretti Saumlaki,Jl. Mr. Latuharhari - Saumlaki,MALUKU,Isolasi Air Borne,Kelas 3,8,4,2,6,1,1,2,N/A,29/Jan/2019 02:34:38,-8.730128,120.737785
8101063,RS Umum Daerah Dr. P. P. Magretti Saumlaki,Jl. Mr. Latuharhari - Saumlaki,MALUKU,Isolasi TB MDR,Kelas 3,8,2,1,3,2,3,5,N/A,31/Jan/2019 03:18:51,-8.730128,120.737785
8201021,RS Umum Daerah Jailolo,"Jl.Ir. Soekarno Ds. Acango-Jailolo,Halmahera Barat",MALUKU UTARA,Isolasi Imunitas menurun,VIP,1,0,0,0,-,-,1,N/A,27/Feb/2018 05:21:00,1.070792,127.465202
8201010,RS Umum Daerah Tobelo,Jl. Lanbouw Gamsungi Tobelo Halmahera Utara,MALUKU UTARA,Isolasi Imunitas menurun,Kelas 2,1,0,0,0,1,0,1,N/A,01/Mar/2019 04:53:43,0.6,127.86666899999999
9271012,RS Umum Jayapura, Jl. Kesehatan I No. 01 Dok II Jayapura,PAPUA,Isolasi TB MDR,Kelas 3,5,0,0,0,-,-,5,N/A,26/Feb/2018 09:02:19,-2.5412779999999997,140.71373
