"","prov_id","kode_rs","nama_unit","alamat","nama_prov","jenis_faskes","lat","lng"
"173",15,"1571034","RS Bhayangkara Jambi","Jl. Raden Mathaher No.03 Jambi","JAMBI","Rumah Sakit",-1.591744,103.61853
"174",15,"1509013","RS Umum Daerah H. Hanafie","Jl. Teuku Umar 88  Muara Bungo","JAMBI","Rumah Sakit",-1.509428,101.960617
"175",15,"1508013","RS Umum Daerah Sultan Thaha Saifuddin","Jl. Sultan Thaha Saifuddin KM. 04 Muara Tebo","JAMBI","Rumah Sakit",-1.484036,102.276222
"176",15,"1507010","RS Umum Daerah KH. Daud Arif","Jl. Syarif Hidayatullah, No. 14 Kuala Tungkal","JAMBI","Rumah Sakit",-1.132839,103.062416
"177",15,"1506011","RS Umum Daerah Nurdin Hamzah","Jl. WR. Supratman Kel. Parit Culum I Kec. Muara Sabak Barat","JAMBI","Rumah Sakit",-1.136461,104.007568
"178",15,"1505027","RS Umum Daerah Sungai Bahar","Jl. Soekarno Hatta Desa Suka Makmur Kecamatan Sungai Bahar Kabupaten Muaro Jambi","JAMBI","Rumah Sakit",-1.858228,103.550133
"179",15,"1505016","RS Umum Daerah Ahmad Ripin","Jl. Lintas Timur Komp. Perkantoran Bukit Cinto Kenang","JAMBI","Rumah Sakit",-1.703128,103.821625
"180",15,"1504015","RS Umum Daerah Haji Abdoel Madjid Batoe","Jl. Prof. Dr. Sri Soedewi  Muara Bulian","JAMBI","Rumah Sakit",-1.890811,102.997345
"181",15,"1503036","RS Umum Daerah Prof. Dr. H. Chatib Quzwain","Jl. Lintas Sumatera Km.09 Desa Bukit, Sarolangun","JAMBI","Rumah Sakit",-2.344406,102.684715
"182",15,"1502014","RS Umum Daerah Kolonel Abundjani/Bangko","  jl. Kesehatan No.20, Bangko","JAMBI","Rumah Sakit",-2.069014,102.276276
"183",15,"1501012","RS Umum Daerah Mayjen H. A. Thalib","Jl. Basuki Rahmat Sungai Penuh Kabupaten Kerinci","JAMBI","Rumah Sakit",-2.070419,101.367828
"184",16,"1674032","RS Umum Daerah Siti Aisyah Kota Lubuk Linggau","Jl. Lapter Silampari No. 20 Rt. 01 Kel.Air Kuti,Lubuk Linggau Timur I ","SUMATERA SELATAN","Rumah Sakit",-3.269861,102.919479
"185",16,"1674010","RS Umum Daerah Dr. Sobirin Kabupaten Musi Rawas","Jl. Yos Sudarso No. 13 Kelurahan Pasar Pemiri Kecamatan Lubuklinggau Barat II","SUMATERA SELATAN","Rumah Sakit",-3.296897,102.859901
"186",16,"1673031","RS Umum Daerah Basemah Kota Pagar Alam","   Jl. AIS Nasution No.3","SUMATERA SELATAN","Rumah Sakit",-4.037669,103.265297
"187",16,"1671327","RS Karya Asih Charitas Palembang","JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG","SUMATERA SELATAN","Rumah Sakit",-2.97655,104.753998
"188",16,"1671323","RS Khusus Mata Masyarakat Provinsi Sumatera Selata"," Jl. Kol. H. Burlian KM.6 ","SUMATERA SELATAN","Rumah Sakit",-2.991144,104.755821
"189",16,"1671312","RS Khusus Paru Palembang","    Jl. Merdeka No.10,Palembang","SUMATERA SELATAN","Rumah Sakit",-2.991144,104.755821
"190",16,"1671301","RS Muhammadiyah Palembang","Jl. A. Yani 13 Ulu, Palembang","SUMATERA SELATAN","Rumah Sakit",-2.998408,104.771667
"191",16,"1671276","RS Umum Myria Palembang","Jl. Kol.H.Barlian Km.7,Palembang","SUMATERA SELATAN","Rumah Sakit",-2.9409,104.724998
"192",16,"1671265","RS Umum Daerah Palembang Bari","    Jl. Panca Usaha No.1 Kel. 5 ulu Seb. Ulu I, PALEMBANG","SUMATERA SELATAN","Rumah Sakit",-2.962319,104.779945
"193",16,"1671254","RS Ibu dan Anak Tiara Fatrin Palembang","Jl. Rajawali No.495-496,Palembang","SUMATERA SELATAN","Rumah Sakit",-2.927764,104.699654
"194",16,"1671243","RS Umum Bunda Palembang","Jl. Demang Lebar Daun No 70 Palembang","SUMATERA SELATAN","Rumah Sakit",-2.976347,104.742912
"195",16,"1671083","RS Islam Siti Khadijah","Jl. Demang Lebar Daun No.26","SUMATERA SELATAN","Rumah Sakit",-2.973092,104.728561
"196",16,"1671046","RS Umum Pusri Palembang","Jl May Zen Kompl Pusri, 2 Ilir Palembang","SUMATERA SELATAN","Rumah Sakit",-2.968408,104.815933
"197",16,"1671035","RS Umum dr. AK.Gani Kota Palembang","Jl. dr AK Gani no I Palembang","SUMATERA SELATAN","Rumah Sakit",-2.991639,104.76091
"198",16,"1671024","RS Umum Pertamina Palembang","Komplek Pertamina Plaju, Palembang","SUMATERA SELATAN","Rumah Sakit",-2.990864,104.759415
"199",16,"1671013","RS Umum Pusat Dr. Mohammad Hoesin Palembang","JL Jendral Sudirman KM 3,5 Palembang","SUMATERA SELATAN","Rumah Sakit",-2.972911,104.75193
"200",16,"1609083","RS Umum Daerah Ogan Komering Ulu Timur","    Jl. Raya Belitang Rasuan No.1 Tulus Ayu Kecamatan Belitang Madang Raya","SUMATERA SELATAN","Rumah Sakit",-4.279208,104.107574
"201",16,"1609046","RS Umum Panti Bhaktiningsih","Tegalrejo Belitang Kab. OKU Timur","SUMATERA SELATAN","Rumah Sakit",-4.279208,104.107574
"202",16,"1608051","RS Umum Daerah Muara Dua","    Jl. Raya Ranau Desa Suka Jaya Kec.Muaradua","SUMATERA SELATAN","Rumah Sakit",-4.797092,103.383614
"203",16,"1607012","RS Umum Daerah Banyuasin","Jl. Raya Palembang - Betung Km.48,Pangkalan Balai Banyuasin","SUMATERA SELATAN","Rumah Sakit",-2.852836,104.542717
"204",16,"1606032","RS Umum Daerah Bayung Lincir","   Jl Raya Palembang-Jambi KM 200 Kec, Bayung Lencir","SUMATERA SELATAN","Rumah Sakit",-2.254253,103.817955
"205",16,"1606022","RS Umum Daerah Sungai Lilin","  Jl. Palembang-Jambi Km.117 Kecamatan Sungai Lilin","SUMATERA SELATAN","Rumah Sakit",-3.319436,103.914398
"206",16,"1606011","RS Umum Daerah Sekayu","Jl. Kol. Wahid Udin Lingkungan I Kel. Kayuara Kec. Sekayu Kab.Musi Banyuasin","SUMATERA SELATAN","Rumah Sakit",-2.8921,103.856689
"207",16,"1605043","RS Umum Daerah Rupit Kabupaten Musi Rawas Utara","Jl.Kesehatan No.1 desa lawang agung kec. Rupit","SUMATERA SELATAN","Rumah Sakit",-3.296633,102.8601
"208",16,"1604020","RS Tk IV Lahat","Jl.Letjen harun sohar No.26,Lahat","SUMATERA SELATAN","Rumah Sakit",-3.747475,103.423706
"209",16,"1604016","RS Umum Daerah Lahat","   Jl. Letjend Harun Sohar No.28","SUMATERA SELATAN","Rumah Sakit",-3.7469,103.424683
"210",16,"1603085","RS Umum Daerah Talang Ubi","  Jl. Taman Siswa, Kel. Pasar Bhayangkara, Kec. Talang Ubi","SUMATERA SELATAN","Rumah Sakit",-3.637486,103.781334
"211",16,"1603063","RS Umum Daerah dr.H.M.Rabain Muara Enim","    Jl. Sultan Mahmud Badarudin II No. 49","SUMATERA SELATAN","Rumah Sakit",-3.639906,103.774719
"212",16,"1603030","RS Umum Bukit Asam Medika","Jl. Raya Bukit Asam no 118,Tanjung Enim","SUMATERA SELATAN","Rumah Sakit",-3.637486,103.781334
"213",16,"1602014","RS Umum Daerah Kayuagung"," Jln.Letjen Yusuf Singedekane No,1 Kel Jua Jua, Kayuagung","SUMATERA SELATAN","Rumah Sakit",-4.094692,104.166328
"214",16,"1601035","RS Santo Antonio Baturaja","Jl. Komisaris Umar 33,Baturaja","SUMATERA SELATAN","Rumah Sakit",-4.113992,104.16983
"215",16,"1601013","RS Umum Daerah Dr. Ibnu Sutowo Baturaja","    Jl. Dr. Moh.Hatta No.1,Baturaja","SUMATERA SELATAN","Rumah Sakit",-4.279208,104.107574
"216",17,"1771051","RS Bhayangkara Jitra Kota Bengkulu","Jl. Veteran No.2 Kelurahan Jitra Kota Bengkulu","BENGKULU","Rumah Sakit",-3.792364,102.25428
"217",17,"1771040","RS Tk. IV Bengkulu","Jl. Zainul Arifin RT 05/01 Kel. Padang Nangka Kecamatan Singaran Pati Bengkulu","BENGKULU","Rumah Sakit",-3.80065,102.256203
"218",17,"1771036","RS Rafflesia","Jl. Mahoni No.10 Kelurahan Padang Jati Kecamatan Ratu Samban Kota Bengkulu","BENGKULU","Rumah Sakit",-3.80065,102.256203
"219",17,"1771025","RS Jiwa Soeprapto Provinsi Bengkulu","Jl. Bhakti Husada Lingkar Barat Bengkulu","BENGKULU","Rumah Sakit",-3.80065,102.256203
"220",17,"1771014","RS Umum Daerah Dr. M. Yunus Bengkulu","  Jl. Bayangkara Kel. Sido Mulyo Kec. Gading Cempaka Kota Bengkulu","BENGKULU","Rumah Sakit",-3.833831,102.313431
"221",17,"1709038","RS Umum Daerah Bengkulu Tengah","   Jl. Raya Bengkulu - Kepahiang  Km.27,5 Desa Durian Demang Kecamatan Karang Tinggi Kabupaten Bengk","BENGKULU","Rumah Sakit",-3.80065,102.256203
"222",17,"1708010","RS Umum Daerah Kepahiang","Jl. Lintas Kepahiang-Bengkulu KM 03 Desa Tebat Monok Kepahiang","BENGKULU","Rumah Sakit",-3.643758,102.573982
"223",17,"1707026","RS Umum Daerah Lebong","Desa Muning Agung Kecamatan Lebong Sakti","BENGKULU","Rumah Sakit",-2.992617,104.382202
"224",17,"1706019","RS Umum Daerah Mukomuko","    Jl. Danau Nibung Desa Kota Praja Kecamatan Air Manjunto Kabupaten Mukomuko Provinsi Bengkulu","BENGKULU","Rumah Sakit",-2.575764,101.117302
"225",17,"1705018","RS Umum Daerah Tais Kabupaten Seluma"," Jl. Raya KM. 64 Selebar Kabupaten Seluma","BENGKULU","Rumah Sakit",-4.049086,102.527924
"226",17,"1703045","RS Hana Charitas Arga Makmur","Jl. Ir. Soekarno No.12 Rama Agung Arga Makmur, Bengkulu Utara","BENGKULU","Rumah Sakit",-2.666489,101.344353
"227",17,"1703027","RS Bergerak Enggano","Jl. Raya Malakoni KM 3 Kecamatan Enggano Kabupaten Bengkulu Utara","BENGKULU","Rumah Sakit",-2.666489,101.344353
"228",17,"1703016","RS Umum Daerah Arga Makmur","Jl. Siti Khadijah No. 08 Arga Makmur Kabupaten Bengkulu Utara","BENGKULU","Rumah Sakit",-2.666489,101.344353
"229",17,"1702015","RS Umum Daerah Curup","Jl. Basuki rahmat No. 10 Dwi Tunggal Curup","BENGKULU","Rumah Sakit",-3.457453,102.553261
"230",17,"1701014","RS Umum Daerah Hasanuddin Damrah Manna","Jl. Raya Padang Panjang Manna Kabupaten Bengkulu Selatan","BENGKULU","Rumah Sakit",-3.80065,102.256203
"231",18,"1872064","RS Bersalin Permata Hati","Jl. AH. Nasution No. 34-36","LAMPUNG","Rumah Sakit",-5.417969,105.262383
"232",18,"1872053","RS Ibu dan Anak Anugerah Medical Center Metro","Jl. Kunang 15 Kauman, Metro","LAMPUNG","Rumah Sakit",-5.1,105.330002
"233",18,"1872016","RS Umum Daerah Ahmad Yani Metro","Jl.Jend. A.Yani No.13 Kota Metro","LAMPUNG","Rumah Sakit",-5.113942,105.305733
"234",18,"1871438","RS Bhayangkara Polda Lampung","Jl. Pramuka No.88 Rajabasa Bandar Lampung","LAMPUNG","Rumah Sakit",-5.374017,105.224098
"235",18,"1871427","RS Umum Pertamina-Bintang Amin Lampung","Jl. Pramuka No.27,Bandar Lampung","LAMPUNG","Rumah Sakit",-5.377925,105.220505
"236",18,"1871416","RS Umum Graha Husada","Jl. Gajah Mada No.88,Bandar Lampung","LAMPUNG","Rumah Sakit",-5.414619,105.26712
"237",18,"1871405","RS Umum Urip Sumoharjo","Jl. Urip Sumoharjo No.200,Bandar Lampung","LAMPUNG","Rumah Sakit",-5.391256,105.276733
"238",18,"1871282","RS Umum Advent Bandar Lampung","Jl. Teuku Umar 48,Bandar Lampung","LAMPUNG","Rumah Sakit",-5.391867,105.269402
"239",18,"1871234","RS Umum Bumi Waras","Jl. W. Monginsidi No.235,Bandar Lampung","LAMPUNG","Rumah Sakit",-5.435911,105.255386
"240",18,"1871176","RS Jiwa Bandar Lampung"," Jl. Raya Gd.Tataan KM 13 Bandar Lampung","LAMPUNG","Rumah Sakit",-5.45,105.26667
"241",18,"1871037","RS Ibu dan Anak Anugerah Medika"," Jl. Tulang Bawang No.21-23 Enggal, Bandar Lampung","LAMPUNG","Rumah Sakit",-5.417844,105.26033
"242",18,"1808015","RS Umum Daerah Menggala Tulang Bawang","Menggala,Kab.Tulang Bawang","LAMPUNG","Rumah Sakit",-4.610283,105.221039
"243",18,"1807014","RS Umum Daerah Zainal Abidin Pagar Alam","   Jl. Raya Lintas Sumatera, Blambangan Umpu","LAMPUNG","Rumah Sakit",-5.379453,105.252937
"244",18,"1806013","RS Umum Daerah May Jen HM Ryacudu","Jl. Jend.Sudirman No.2 Kotabumi","LAMPUNG","Rumah Sakit",-4.8355,104.891998
"245",18,"1805045","RS Umum Harapan Bunda","  Jl. Raya Lintas Sumatera, Seputih Jaya No.31, Kec. Gunung Sugih, Kab. Lampung Tengah","LAMPUNG","Rumah Sakit",-4.874917,105.174469
"246",18,"1805034","RS Umum Daerah Demang Sepulau Raya","       Jl. Raya Lintas Sumatera Kampung Terbanggi Agung Kec.Gunung Sugih Kab.Lampung Tengah","LAMPUNG","Rumah Sakit",-5.0531,105.201653
"247",18,"1805024","RS Umum Islam Asy-Syifaa Bandar Jaya","Jl. Lintas Sumatera KM 65 Yukum Jaya Terbanggi Besar Bandar Jaya","LAMPUNG","Rumah Sakit",-4.851478,104.849434
"248",18,"1805023","RS Umum Yukum Medical Centre","Jl. Negara No.99 Km.67 Yukum Jaya Lampung Tengah","LAMPUNG","Rumah Sakit",-4.800808,105.313118
"249",18,"1805012","RS Umum Mitra Mulia Husada","Jl. Proklamator Raya No.162-164,Lampung Tengah","LAMPUNG","Rumah Sakit",-4.800808,105.313118
"250",18,"1804011","RS Umum Daerah Sukadana"," Jl. Letnan Adnan Sanjaya,Lintas Timur,Sukadana,Lamp.Timur","LAMPUNG","Rumah Sakit",-5.108719,105.614967
"251",18,"1803010","RS Umum Daerah Pringsewu","   Jl. Lintas Barat Pekon Fajar Agung Barat Kec. Pringsewu","LAMPUNG","Rumah Sakit",-5.355564,104.965096
"252",18,"1802038","RS Umum Mitra Husada","Jl. Jend.A.Yani No.14 Pringsewu,Kab.Pringsewu","LAMPUNG","Rumah Sakit",-5.459672,104.703163
"253",18,"1802027","RS Umum Daerah Kota Agung","   Jl. Soekarno Hatta Komplek Islamic Centre Kotaagung,Kab.Tanggamus","LAMPUNG","Rumah Sakit",-4.146069,103.516319
"254",18,"1802016","RS Panti Secanti","Jl. Raya Gisting,Tanggamus","LAMPUNG","Rumah Sakit",-5.459672,104.703163
"255",18,"1801017","RS Umum Daerah Dr H Abdul Moeloek","   Jl. Dr. Rivai 6,Penengahan B.Lampung","LAMPUNG","Rumah Sakit",-5.79025,105.717064
"256",18,"1801015","RS Umum Daerah Liwa","Jl. Teuku Umar No. 3, Lampung Barat","LAMPUNG","Rumah Sakit",-5.356681,104.035362
"257",19,"1971043","RS Bakti Timah Pangkalpinang","Jl. Bukit Baru No.1, Kel.Taman Bunga Kec.Gerunggang Pangkal Pinang","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.230789,106.134567
"258",19,"1971021","RS Umum Daerah Depati Hamzah","  Jl. Soekarno Hatta,Kota PangkalPinang","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.230803,106.134605
"259",19,"1906014","RS Umum Daerah Kab.Belitung Timur","Jl. Raya Manggar Gantung Desa Padang Kecamatan Manggar","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.876919,107.912666
"260",19,"1905024","RS Umum Daerah Kab. Bangka Selatan","   Jl. Raya Gadung Desa Gadung Kec. Toboali ","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.927056,108.064888
"261",19,"1904013","RS Umum Daerah Kab.Bangka Tengah"," Jl. By Pass No 01 Kec.Koba,Kab. Bangka Tengah","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.4439,106.200165
"262",19,"1903013","RS Umum Daerah Sejiran Setason"," Jl. Kadur Dalam, Ds Belo Laut Kecamatan Muntok","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-1.837403,105.445778
"263",19,"1902010","RS Umum Daerah dr. H. Marsidi Judono"," Jl. Jend. Sudirman Km 5,5 Desa Aik Rayak Tanjungpandan","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-2.857611,107.955566
"264",19,"1901031","RS Umum Medika Stannia","Jl. Jend. Sudirman No.03, Kel.Sungailiat Kec.Sungailiat","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-1.8758,106.097
"265",19,"1901020","RS Jiwa Sungai Liat","   Jl. Jend Sudirman No. 345 Kel. Parit Padang Kec. Sungai Liat ","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-1.904947,106.081261
"266",19,"1901016","RS Umum Daerah Depati Bahrin","Jl. Jend Sudirman No.195, Kel.Parit Padang Kec.Sungailiat Propinsi Kepulauan Bangka Belitung","KEPULAUAN BANGKA BELITUNG","Rumah Sakit",-1.883308,106.138687
"267",21,"2072023","RS Umum AL Dr Midiyato S","Jl. Ciptadi No.1,Tanjung Pinang","KEPULAUAN RIAU","Rumah Sakit",1.091167,104.478409
"268",21,"2071037","RS Umum Charis Medika","Jl. R.Suprapto Blok D 1-9","KEPULAUAN RIAU","Rumah Sakit",1.186056,103.892044
"269",21,"2071026","RS Ibu dan Anak Nuruddiniyah","Jl. Raya Sei Panas - Batam","KEPULAUAN RIAU","Rumah Sakit",1.060042,104.030319
"270",21,"2071023","RS Umum Harapan Bunda Batam","Jl. Seraya No. 1 Batam","KEPULAUAN RIAU","Rumah Sakit",0.966944,103.976669
"271",21,"2071015","RS Umum Santa Elisabeth Batam","Jl. Anggrek Blok II Lubuk Baja","KEPULAUAN RIAU","Rumah Sakit",1.087667,104.046608
"272",21,"2004012","RS Umum Daerah Dabo Kabupaten Lingga","Jl. Kesehatan No.1, Dabo Singkep Kabupaten Lingga","KEPULAUAN RIAU","Rumah Sakit",-0.553581,104.4814
"273",21,"2003056","RS Umum Lanud Ranai","Natuna Kab.Kepulauan Riau","KEPULAUAN RIAU","Rumah Sakit",3.94565,108.142868
"274",21,"2003011","RS Umum Daerah Natuna","  Jl. H.Ali Murtopo,Natuna","KEPULAUAN RIAU","Rumah Sakit",3.94565,108.142868
"275",21,"2001045","RS Umum Bhakti Timah","Jl. Canggai Putri, Kel. Teluk Uma, Kec. Tebing","KEPULAUAN RIAU","Rumah Sakit",1.083333,104.48333
"276",21,"2001013","RS Umum Daerah Muhammad Sani Kabupaten Karimun"," Jl. Soekarno - Hatta No. 1 Tanjung Balai Karimun","KEPULAUAN RIAU","Rumah Sakit",0.9077,103.450035
"277",31,"3175407","RS Umum Gading Pluit","Jl. Boulevard Timur Raya Pegangsaan Dua,Kelapa Gading ","DKI JAKARTA","Rumah Sakit",-6.166378,106.916924
"278",31,"3175396","RS Umum Port Medical Center","Jl. Enggano No. 10 Tanjung Priok, Jakarta Utara","DKI JAKARTA","Rumah Sakit",-6.110758,106.887863
"279",31,"3175385","RS Umum Mitra Keluarga Kelapa Gading","Jl. Bukit Gading Raya Kav.2","DKI JAKARTA","Rumah Sakit",-6.151925,106.897102
"280",31,"3175374","RS Umum Puri Medika","Jl. Sungai Bambu 5A Tanjung Priok","DKI JAKARTA","Rumah Sakit",-6.129944,106.885414
"281",31,"3175363","RS Ibu dan Anak Family","Jl. Pluit Mas I Blok A Jakut","DKI JAKARTA","Rumah Sakit",-6.133792,106.790573
"282",31,"3175352","RS Umum Pantai Indah Kapuk","Jl. Pantai Indah Utara 3 Pantai Indah Kapuk, Kapuk Muara, Penjaringan ","DKI JAKARTA","Rumah Sakit",-6.111944,106.753181
"283",31,"3175341","RS Umum Pluit","Jl. Raya Pluit Selatan 2 Jakut","DKI JAKARTA","Rumah Sakit",-6.125578,106.798332
"284",31,"3175326","RS Umum Islam Jakarta Utara","Jl. Tipar Cakung No.5 Jakut","DKI JAKARTA","Rumah Sakit",-6.139789,106.920959
"285",31,"3175315","RS Umum Satya Negara","Jl. Agung Utara Raya No. 1 Jakut","DKI JAKARTA","Rumah Sakit",-6.137586,106.858589
"286",31,"3175304","RS Umum Hermina Podomoro","Jl. Danau Agung 2 Sunter Jakarta Utara","DKI JAKARTA","Rumah Sakit",-6.145608,106.861488
"287",31,"3175181","RS Umum Sukmul","Jl. Tawes No.18-20 Jakarta Utara","DKI JAKARTA","Rumah Sakit",-6.112331,106.882004
"288",31,"3175064","RS Penyakit Infeksi Prof. Dr. Sulianti Saroso","Jl. Baru Sunter Permai Raya Jakarta Utara","DKI JAKARTA","Rumah Sakit",-6.130389,106.862
"289",31,"3175042","RS Umum Pelabuhan Tg.Priok","Jl. Kramat Jaya Tg Priok Jakut","DKI JAKARTA","Rumah Sakit",-6.125,106.917999
"290",31,"3175031","RS Umum Akademik Atma Jaya","Jl. Pluit Raya Jakarta Utara No. 02","DKI JAKARTA","Rumah Sakit",-6.126683,106.793053
"291",31,"3175016","RS Umum Daerah Koja"," Jl. Deli No.4 Tanjung Priok,Jakut","DKI JAKARTA","Rumah Sakit",-6.108861,106.900002
"292",31,"3174508","RS Umum Puri Indah","Jl. Puri Indah Raya,Blok S-2,Kel.Kembangan Selatan,Jakbar ","DKI JAKARTA","Rumah Sakit",-6.185856,106.740723
"293",31,"3174497","RS Umum Bina Sehat Mandiri","Jl. Duri Raya No. 22 Duri Kepa Jakbar","DKI JAKARTA","Rumah Sakit",-6.17365,106.775772
"294",31,"3174486","RS Umum Royal Taruma","Jl. Daan Mogot No.34,Jakarta Barat","DKI JAKARTA","Rumah Sakit",-6.166364,106.785019
"295",31,"3174475","RS Umum Puri Mandiri Kedoya","Jl. Raya Kedoya No.2,Kelurahan Kedoya Jakbar","DKI JAKARTA","Rumah Sakit",-6.188222,106.762199
"296",31,"3174453","RS Khusus Bedah Cinta Kasih Tzu Chi","JL. KAMAL RAYA OUTER RING ROAD CENGKARENG","DKI JAKARTA","Rumah Sakit",-6.161094,106.705803
"297",31,"3174431","RS Umum Hermina Daan Mogot","Jl. Kintamani Raya No. 2, Komp. Perumahan Daan Mogot Baru","DKI JAKARTA","Rumah Sakit",-6.152761,106.711998
"298",31,"3174420","RS Umum Medika Permata Hijau"," Jl. Kebayoran Lama  No.64 Jakarta Barat","DKI JAKARTA","Rumah Sakit",-6.21835,106.778
"299",31,"3174416","RS Umum Patria IKKT","Jl. Cendrawasih No.1 Komplek Kemhan Mabes TNI Slipi","DKI JAKARTA","Rumah Sakit",-6.196956,106.792671
"300",31,"3174405","RS Umum Manuela","Jl. Mangga Besar VIII/23 Jakbar","DKI JAKARTA","Rumah Sakit",-6.1512,106.809387
"301",31,"3174395","RS Umum Al-Kamal","Jl. Raya Al Kamal Kebon Jeruk Jakbar","DKI JAKARTA","Rumah Sakit",-6.187225,106.762016
"302",31,"3174074","RS Umum Daerah Cengkareng","Jl.Kamal Raya Bumi Cengkareng Indah Cengkareng Timur","DKI JAKARTA","Rumah Sakit",-6.14275,106.735001
"303",31,"3174063","RS Kanker Dharmais","               Jl. S Parman Kav.84-86 Slipi Jakarta Barat","DKI JAKARTA","Rumah Sakit",-6.186967,106.797752
"304",31,"3174041","RS Jiwa Dr. Soeharto Heerjan","Jl. Prof.Dr.Latumeten No. 1 Jakarta Barat","DKI JAKARTA","Rumah Sakit",-6.162481,106.788002
"305",31,"3174026","RS Umum Pelni Petamburan","Jl. K. S. Tubun 92-94 Jakbar","DKI JAKARTA","Rumah Sakit",-6.193433,106.805328
"306",31,"3174015","RS Umum Sumber Waras","Jl. Kiyai Tapa No.1 Grogol Jakbar","DKI JAKARTA","Rumah Sakit",-6.166628,106.798012
"307",31,"3173695","RS Ibu dan Anak Tambak","Jl. Tambak No.18 Manggarai, Jakpus","DKI JAKARTA","Rumah Sakit",-6.205608,106.849243
"308",31,"3173682","RS Ibu dan Anak Berkat Ibu","Jl. Sumur Batu Raya Blok A3 No.13 Kemayoran,Jakpus","DKI JAKARTA","Rumah Sakit",-6.162081,106.865898
"309",31,"3173671","RS Gigi dan Mulut FKG Univ.Indonesia","Jl. Salemba Raya No. 4 Jakpus","DKI JAKARTA","Rumah Sakit",-6.193161,106.852623
"310",31,"3173660","RS Umum Keluarga Afi","Jl. Kalipasir No.9 Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.187217,106.83876
"311",31,"3173656","RS Umum Mitra Kemayoran","Jl. Landas Pacu Timur Kemayoran","DKI JAKARTA","Rumah Sakit",-6.152075,106.858643
"312",31,"3173634","RS Khusus Bedah Bina Estetika","Jl. Teuku Cik Ditiro, No. 41, Menteng, Jakarta Pusat, 10310","DKI JAKARTA","Rumah Sakit",-6.199492,106.837601
"313",31,"3173623","RS Khusus Mata Jakarta Eye Center","Jl. Teuku Cik Ditiro 46 Jakpus","DKI JAKARTA","Rumah Sakit",-6.198719,106.836861
"314",31,"3173612","RS Khusus THT Prof Nizar","Jl. Kesehatan No. 9 Jakpus","DKI JAKARTA","Rumah Sakit",-6.171808,106.814911
"315",31,"3173543","RS Umum Abdi Waluyo","Jl. Hos Cokroaminoto 31-33 Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.189686,106.829033
"316",31,"3173532","RS Khusus THT Bedah KL Proklamasi","Jl. Proklamasi No. 43, Menteng - Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.201897,106.848236
"317",31,"3173521","RS Umum Daerah Tarakan","Jl. Kyai Caringin Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.172839,106.806458
"318",31,"3173510","RS Khusus THT Bedah P.Raharja","Jl. Sawo No. 58-60 Jakpus","DKI JAKARTA","Rumah Sakit",-6.195444,106.870659
"319",31,"3173506","RS Umum Moh Husni Thamrin","Jl. Salemba Tengah 24-28 Jakpus","DKI JAKARTA","Rumah Sakit",-6.19355,106.851997
"320",31,"3173496","RS Jiwa Dharma Sakti","Jl. Kaji 40 Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.168908,106.815971
"321",31,"3173474","RS Umum Pertamina Jaya","Jl. A. Yani No. 2 By Pass Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.173286,106.876091
"322",31,"3173441","RS Umum Evasari","Jl. Rawamangun No. 47, Rawasari, Cempaka Putih, Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.193733,106.860001
"323",31,"3173372","RS Bersalin Angkasa","Jl. Budikemuliaan 12 Jakpus","DKI JAKARTA","Rumah Sakit",-6.180161,106.819656
"324",31,"3173244","RS Khusus Bedah Kramat Lima","Jl. Kramat V No. 6 Jakpus","DKI JAKARTA","Rumah Sakit",-6.187958,106.843216
"325",31,"3173131","RS Jiwa Dharma Jaya","Jl. Raya Mangga Besar Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.148214,106.830055
"326",31,"3173120","RS Ibu dan Anak Bunda","Jl. Teuku Cik Ditiro No. 28 Menteng","DKI JAKARTA","Rumah Sakit",-6.195903,106.836533
"327",31,"3173116","RS Ibu dan Anak YPK Mandiri","Jl. Gereja Theresia No.22 Menteng Jakpus","DKI JAKARTA","Rumah Sakit",-6.189594,106.826645
"328",31,"3173105","RS Ibu dan Anak Budi Kemuliaan","Jl. Budi Kemuliaan No.25 Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.180025,106.8181
"329",31,"3173084","RS Tk II M.Ridwan Meuraksa","Jl. Taman Mini I RT 004 / RW 02 Kel. Pinangranti Kec. Makasar","DKI JAKARTA","Rumah Sakit",-6.19175,106.846611
